word_count	path	year_folder
605	DES, 19 2009-Satyahati.txt	2009
390	DES, 19 2009-Sugih lan Lacur.txt	2009
261	DES, 2 2009-MAHASABHA III PRATISENTANA BENDESA MANIK MAS.txt	2009
187	DES, 2 2009-PIODALAN RING PURA TIRTA MANDALA BI DENPASAR.txt	2009
165	DES, 2 2009-SULINGGIH KATURANG BUSANA LAN BUKU.txt	2009
1222	DES, 20 2009-Umah Dines.txt	2009
186	DES, 21 2009-BAKTI PANGANYAR RING PURA SEGARA DANU.txt	2009
172	DES, 21 2009-MAPEPADA, NYENUK LAN RSI BOJANA RING PURA BATUR.txt	2009
231	DES, 21 2009-TIRTA YATRA KA LEMPUYANG.txt	2009
195	DES, 25 2009-BULAN MEI 2010 PILKADA LANGSUNG.txt	2009
195	DES, 25 2009-KEBUN RAYA TATUJON WISATA ALAM.txt	2009
240	DES, 25 2009-WISATAWAN KE OBYEK WISATA ALAS KEDATON NGEREREDANG.txt	2009
199	DES, 26 2009-BULAN MEI 2010 LIMANG KABUPATEN KOTA NGLAKSANAYANG PILKADA LANGSUNG.txt	2009
388	DES, 26 2009-Dirah; Pasidikarang Anak Lanang.txt	2009
365	DES, 26 2009-Durgha; Ibu Bumi.txt	2009
248	DES, 26 2009-Kali Sengsara.txt	2009
434	DES, 26 2009-Lumut-lumut Watulumbang (51) bape joh bape paek.txt	2009
483	DES, 26 2009-Madedagangan.txt	2009
179	DES, 26 2009-PIKOBET DAFTAR PEMILIH TETAP NGWARNAIN PILKADA.txt	2009
321	DES, 26 2009-Sakti, Satru.txt	2009
1119	DES, 27 2009-Menang.txt	2009
171	DES, 28 2009-MAKELINGIN HARI IBU, PADANG SAMBIAN KAJA NGWENTENANG JALAN SANTAI.txt	2009
202	DES, 28 2009-NGABEN MASSAL RING KELURAHAN DAUH PURI.txt	2009
240	DES, 28 2009-NYELEHIN BOBOT PAKARYAN, PHDI KLUNGKUNG NGWENTENANG LOKASABHA.txt	2009
280	DES, 3 2009-DESA SAJEBAG-BALI SAMIAN NERIMA PUAP RING WARSA 2010.txt	2009
242	DES, 3 2009-NGENTEG LINGGIH RING PURA BANUA SEGARA PEGONJONGAN.txt	2009
328	DES, 3 2009-PAKELING HARI BAKTI PU KAPING-64 NGURATIANG KK MISKIN.txt	2009
239	DES, 4 2009-NYANGLING LAN NGINGSAH BERAS RING PURA ULUN DANU BATUR.txt	2009
206	DES, 4 2009-PARA ISTRI LAN LANANGE PATUT IMBANG.txt	2009
652	DES, 5 2009-Dongkang.txt	2009
249	DES, 7 2009-DEKRANASDA BANGLI NYERAHANG WANTUAN PENGRAJIN.txt	2009
233	DES, 7 2009-IWABA KATON AYU SARENG YAYASAN KECANTIKAN AGUNG.txt	2009
193	DES, 7 2009-MALUKAT SARENG SARENG RING PASISI MERTASARI.txt	2009
201	DES, 7 2009-PAURUKAN MEDITASI KUNDALINI SAKTI.txt	2009
235	DES, 8 2009-ASRAM RATU BAGUS NGLAKSANAYANG UPACARA DIKSA PARIKSA.txt	2009
205	DES, 8 2009-LAYANGAN KHAS BALI KANTUN KASENENGIN ANTUK WISATAWAN.txt	2009
216	DES, 8 2009-LPD DESA ADAT PECATU NGLAKSANAYANG JALAN SEHAT.txt	2009
201	DES, 8 2009-PENATARAN BENDESA ADAT SAWEWENGKON-BADUNG.txt	2009
144	DES, 8 2009-PERTANIAN ORGANIK, INDUSTRI HULU NGANTOS HILIR.txt	2009
237	DES, 8 2009-UPACARA NGADEGANG PEDAGINGAN PURA ULUN DANU BATUR.txt	2009
209	DES, 9 2009-TAN KIRANG SASEPELAN PANGAN, KLUNGKUNG NGWENTENANG „RAPAT KETAHANAN PANGAN.txt	2009
1304	FEB, 1 2009-Dalem Pingit.txt	2009
1029	FEB, 15 2009-Baliho.txt	2009
1253	FEB, 15 2009-Kebaya.txt	2009
661	FEB, 21 2009-Ni Bawang Teken Ni Kesuna.txt	2009
1050	JAN, 11 2009-Tatik.txt	2009
1010	JAN, 18 2009-John.txt	2009
1191	JAN, 25 2009-Nyentana.txt	2009
1047	JAN, 4 2009-Mouse.txt	2009
1237	JUN, 14 2009-Sarah.txt	2009
951	JUN, 7 2009-Luh Lastri.txt	2009
1034	MAR, 1 2009-Bapa Gedur.txt	2009
1866	MAR, 10 2009-I Pucung.txt	2009
581	MAR, 10 2009-Penganggon Bebek.txt	2009
1196	MAR, 29 2009-Investor.txt	2009
1138	MEI, 10 2009-Med-medan.txt	2009
1253	MEI, 17 2009-Cor.txt	2009
971	MEI, 24 2009-Made Smith.txt	2009
1391	MEI, 3 2009-Sandal.txt	2009
196	NOV, 10 2009-DASAAN HANSIP SAWEWENGKON-KOTA DENPASAR NGAMILETIN PAURUKAN.txt	2009
197	NOV, 10 2009-DESA PEKRAMAN BERABAN KATUREKSAIN.txt	2009
213	NOV, 10 2009-GEBYAR KUNDALINI RING NARIGRAHA RENON.txt	2009
195	NOV, 10 2009-IKIP PGRI BALI MAUTSAHA NGARDI CALON GURU WIKAN.txt	2009
198	NOV, 10 2009-NINCAPANG BOBOT SUMBER DAYA MANUSIA.txt	2009
208	NOV, 10 2009-PANUREKSAN LOMBA PKTP KAB. GIANYAR.txt	2009
268	NOV, 11 2009-111 PAMILET UJIAN KEJAR PAKET C KOTA DENPASAR.txt	2009
188	NOV, 11 2009-MASINEB, IDA BATARA RING PURA GOA LAWAH.txt	2009
306	NOV, 11 2009-SEKAA GONG KEBYAR DESA ADAT LEGIAN SAYAGA MACENTOK.txt	2009
209	NOV, 12 2009-BAPPEDA BALI NGLAKSANAYANG BIMTEK, MAJENG APARAT PPNS.txt	2009
195	NOV, 12 2009-DESA PAKRAMAN PANGLATAN KATUREKSAIN.txt	2009
248	NOV, 12 2009-DESA PAKRAMAN TAMAN POH MANIS KATUREKSAIN TIM PROPINSI.txt	2009
174	NOV, 12 2009-PAKELING ABHISEKA RATU TRI BUANA TUNGGA DEWI.txt	2009
158	NOV, 12 2009-SEMINAR NASIONAL BASA BALI.txt	2009
367	NOV, 14 2009-Bog.txt	2009
1025	NOV, 14 2009-Gatel Titah Kawitri Resen.txt	2009
648	NOV, 14 2009-I Baluan (2).txt	2009
258	NOV, 14 2009-Ida Puspita.txt	2009
449	NOV, 14 2009-Lumut-lumut Watulumbang (45) ngaku bhakti.txt	2009
467	NOV, 14 2009-Metoh.txt	2009
256	NOV, 14 2009-Sampunang Nyampahang Sumpah.txt	2009
491	NOV, 14 2009-Sumpah Pejabat Sayan-sayan Campah.txt	2009
378	NOV, 14 2009-Sumpah.txt	2009
253	NOV, 2 2009-Padiksan Ring Griya Sweta Kemenuh.txt	2009
169	NOV, 2 2009-Pakinkin pacentok lomba desa adat.txt	2009
285	NOV, 2 2009-Paruman Sulinggih Nyanggra Lokasabha.txt	2009
220	NOV, 2 2009-Sedratari Banjar Bun.txt	2009
479	NOV, 22 2009-Guru Guyu.txt	2009
945	NOV, 22 2009-Kantenan.txt	2009
446	NOV, 22 2009-Lumut-lumut Watulumbang (46) Ten Sareng Maperang.txt	2009
414	NOV, 22 2009-Maguru.txt	2009
347	NOV, 22 2009-Mayus.txt	2009
485	NOV, 22 2009-Nénten Ja Catur Guru Kémanten.txt	2009
166	NOV, 23 2009-DINAS KEBUDAYAAN NGLAKSANAYANG LOMBA UTSAWA DHARMA GITA.txt	2009
226	NOV, 23 2009-MAHASABHA KAPING-8 MGPSSR RPOVINSI BALI.txt	2009
298	NOV, 23 2009-SABHA AGENG III IDA RSI BHUJANGGA WAISNAWA.txt	2009
282	NOV, 23 2009-UPACARA PENAUNG BAYU.txt	2009
185	NOV, 26 2009-JALAN SANTAI UNUD MAKELINGIN WANTI WARSA KORPRI KAPING-38.txt	2009
251	NOV, 26 2009-LOMBA BALITA SEHAT.txt	2009
217	NOV, 26 2009-LOMBA GONG KEBYAR DEWASA SESAMEN KECAMATAN.txt	2009
183	NOV, 26 2009-SASTRA DAERAH UNUD NGAJEGANG BASA BALI.txt	2009
189	NOV, 26 2009-SEED PIKAYUNAN KRAMANE NGAWIGUNAYANG TOGA MAGENG.txt	2009
256	NOV, 26 2009-ST YOWANA ASRAMA JUARA I ADIJAYANTHI SEKAA TRUNA PROV. BALI.txt	2009
211	NOV, 27 2009-NGWERDIANG BUDAYA BALI MAJALARAN TUMPEK KLURUT.txt	2009
222	NOV, 28 2009-Dilaog Umat Beragama.txt	2009
247	NOV, 28 2009-PANYATUSAN WARGA SEED PISAN NYANGGRA PULA-PALI MATAMBA MEDIS LAN NON MEDIS GRATIS RING DESA BLIMBIN.txt	2009
369	NOV, 29 2009-Adung sareng Alam.txt	2009
476	NOV, 29 2009-Gugu.txt	2009
1030	NOV, 29 2009-Keris Pangantén.txt	2009
449	NOV, 29 2009-Lumut-lumut Watulumbang (47) dadi awak pedidi.txt	2009
482	NOV, 29 2009-Mapadu.txt	2009
480	NOV, 29 2009-Ngolah Raga lan Ngolah Rasa.txt	2009
406	NOV, 29 2009-Pahlawan.txt	2009
667	NOV, 29 2009-Pan Jempiit.txt	2009
364	NOV, 29 2009-Petulu, Masuluh ring Kokokan.txt	2009
384	NOV, 29 2009-Sebun Kokokan.txt	2009
205	NOV, 3 2009-KARYA MAPEPADA, PEKELEM, LAN MALASTI RING PURA GOA LAWAH.txt	2009
165	NOV, 3 2009-NGUSABA DANGSIL RING PURA DESA TANGKAS.txt	2009
206	NOV, 3 2009-NGUSABA RING PURA PUSEH DESA PAKRAMAN TOHJIWA.txt	2009
236	NOV, 3 2009-PIODALAN RING PURA DESA LAN PUSEH SAWAN.txt	2009
158	NOV, 3 2009-PIODALAN RING PURA POLTABES.txt	2009
221	NOV, 3 2009-SMK PGRI 3 DPS NGELAKSANAYANG UPACARA NGENTEG LINGGIH.txt	2009
217	NOV, 3 2009-TAWUR AGUNG RING PURA PUSEH KEDONGDONG.txt	2009
207	NOV, 3 2009-UPACARA NGENTEG LINGGIH RING BANJAR CEMARA AGUNG.txt	2009
181	NOV, 4 2009-DESA ADAT YEHA NGMARGIANG KARYA AGUNG.txt	2009
198	NOV, 4 2009-KARYA AGUNG MAMUNGKAH RING PURA DALEM DIGDE.txt	2009
527	NOV, 7 2009-DPR Sakadi Pusat Syaraf.txt	2009
681	NOV, 7 2009-I Baluan (1).txt	2009
244	NOV, 7 2009-I Madé Molog.txt	2009
585	NOV, 7 2009-Jejeh.txt	2009
489	NOV, 7 2009-Lumut-lumut Watulumbang (44) Metemu di Tanggun Idep.txt	2009
1319	SEP, 20 2009-Berung.txt	2009
970	SEP, 6 2009-Tulah.txt	2009
375	APR, 11 2010-Gianyar, Pantaraning Kota Budaya lan Wicara Adat.txt	2010
377	APR, 11 2010-Ngangken Wikan.txt	2010
391	APR, 11 2010-Ngulati Bali Anyar Saking Gianyar.txt	2010
334	APR, 11 2010-Nyuratang Ucapan Napiké Ngucapang Sesuratan.txt	2010
429	APR, 11 2010-Pasar Latu Pinih Becik Anggén Pasar Seni.txt	2010
541	APR, 18 2010-Cunguh Nguntul Ngalih Bo.txt	2010
375	APR, 18 2010-Dadi Anggon!.txt	2010
492	APR, 18 2010-FB.txt	2010
454	APR, 18 2010-Luh Jalir Ngakéhang ring Internété.txt	2010
100	APR, 18 2010-Ngalahin Bli.txt	2010
295	APR, 18 2010-Nyaru.txt	2010
502	APR, 18 2010-Pang Sander Krébék.txt	2010
175	APR, 18 2010-Saking STM Makecog ka Wariga.txt	2010
1179	APR, 18 2010-Sertifikasi.txt	2010
144	APR, 18 2010-Sunari.txt	2010
344	APR, 25 2010-Anak Agung Gedé Pameregan, Pengawi Utama Klungkung.txt	2010
391	APR, 25 2010-Déwan Titiang, Anak Lanang.txt	2010
1548	APR, 25 2010-Pekak.txt	2010
309	APR, 25 2010-Sastra lan Semarapura.txt	2010
395	APR, 25 2010-Undang-undang Pornografi.txt	2010
313	APR, 25 2010-Unggul.txt	2010
256	APR, 25 2010-Wikan Ngwayang, Juara Mapidarta.txt	2010
210	APR, 3 2010-DIGELIS NGANGKAT PLT LAN NGAJUANG CALON SEKDA.txt	2010
170	APR, 3 2010-MARERESIK LAN MATAMBA GRATIS.txt	2010
249	APR, 4 2010-Babad Tanah Jawa; Masuluh ka Jaman Kajayaan.txt	2010
359	APR, 4 2010-Basa Manis Jwotangarin.txt	2010
1348	APR, 4 2010-Lés.txt	2010
391	APR, 4 2010-Nampin.txt	2010
307	APR, 4 2010-Ngundukan Ujan.txt	2010
377	APR, 4 2010-Pasien JKBM Ngrimik, Tan Makasami Prabéa Katanggung Pemerintah.txt	2010
829	APR, 4 2010-Sasuluh.txt	2010
444	APR, 4 2010-Satua saking Hutan Bakau Suwung.txt	2010
564	APR, 4 2010-Sing Kéné Sing Kéto.txt	2010
703	APR, 4 2010-Ulian Rerama.txt	2010
199	APR, 9 2010-POTENSI BANGLI DURUNG KAPIDABDABIN BECIK.txt	2010
476	AUGUST, 1 2010-Balian.txt	2010
475	AUGUST, 1 2010-Lumut-lumut Watulumbang.txt	2010
505	AUGUST, 1 2010-Maguru ring Salampah Laku Peranda Madé Sidemen.txt	2010
631	AUGUST, 1 2010-Nak Bali ne.txt	2010
516	AUGUST, 1 2010-Nak Lingsir.txt	2010
312	AUGUST, 1 2010-Nandur Karang Awak.txt	2010
170	AUGUST, 1 2010-Salampah Laku.txt	2010
461	AUGUST, 15 2010-Bébas.txt	2010
684	AUGUST, 15 2010-Kakawin Sutasoma.txt	2010
486	AUGUST, 15 2010-Lumut-lumut Watulumbang (84) Ngadu Aduan.txt	2010
335	AUGUST, 15 2010-Mamuja Danu.txt	2010
494	AUGUST, 15 2010-Mirengang.txt	2010
1303	AUGUST, 15 2010-Muliati.txt	2010
459	AUGUST, 15 2010-Ring Buléléng, Pangajin Sembako Sayan Nincap.txt	2010
185	AUGUST, 15 2010-Toya Danu Buyan Defisit.txt	2010
508	AUGUST, 22 2010-Bali Kadi Mangkin Kaiterin Café.txt	2010
283	AUGUST, 22 2010-Déna.txt	2010
258	AUGUST, 22 2010-Gegendingan Ilu Para Pengalu.txt	2010
187	AUGUST, 22 2010-Jakarta, Lawan Terberat.txt	2010
463	AUGUST, 22 2010-Lumut-lumut Watulumbang (85) pakeh.txt	2010
356	AUGUST, 22 2010-Madyapadma Award.txt	2010
489	AUGUST, 22 2010-Ratu Sabdaning Sepi.txt	2010
305	AUGUST, 22 2010-Truna Wirang.txt	2010
482	AUGUST, 22 2010-Tulis Gidaté Nyemah.txt	2010
648	AUGUST, 29 2010-Gunung.txt	2010
455	AUGUST, 29 2010-Lumut-lumut Watulumbang (86) Cecimpedan.txt	2010
305	AUGUST, 29 2010-Méroang Pangasih.txt	2010
403	AUGUST, 29 2010-Situs Arkeologis Kawéntenan Toya ring Tukad Pakerisan.txt	2010
360	AUGUST, 29 2010-Toya.txt	2010
552	AUGUST, 8 2010-Angker.txt	2010
353	AUGUST, 8 2010-Materuna Nyoman, Ngajahin Alit-alité Tresna sareng Alam.txt	2010
334	AUGUST, 8 2010-Metalang.txt	2010
329	AUGUST, 8 2010-Perang.txt	2010
457	AUGUST, 8 2010-Ratusan Lulusan SD Ring Buléléng Tan Ngeranjing SMP.txt	2010
323	AUGUST, 8 2010-Suara-suara Tan Pasaur.txt	2010
515	DES, 12 2010-Galungan.txt	2010
321	DES, 12 2010-Jaja Uli, Jaja Begina.txt	2010
438	DES, 12 2010-Lumut-lumut Watulumbang (101) Brahmana Guna.txt	2010
213	DES, 14 2010-NGLESTARIANG BUDAYA MAJALARAN LOMBA.txt	2010
184	DES, 14 2010-UTSAWA DHARMAGITA LAN LOMBA NYASTRA KABUPATEN BADUNG.txt	2010
422	DES, 19 2010-Bhaya.txt	2010
454	DES, 19 2010-Lumut-lumut Watulumbang (102) Wates.txt	2010
139	DES, 19 2010-Puyung.txt	2010
358	DES, 19 2010-Ribet Robot.txt	2010
395	DES, 19 2010-Tantri Carita, Manusa, lan Sastra.txt	2010
265	DES, 26 2010-''All Agree'' dan ''Tapak Telu'' Dapat Pujian.txt	2010
329	DES, 26 2010-Déwi Kunti Niti Bakti.txt	2010
1056	DES, 26 2010-Juk Polisi.txt	2010
478	DES, 26 2010-LUMUT-LUMUT WATULUMBANG (103) BATULUMBANG MISI LUMUT.txt	2010
323	DES, 26 2010-Molihang Piagam Penggalian lan Pelestarian Kebudayaan.txt	2010
527	DES, 26 2010-Pisang.txt	2010
511	DES, 26 2010-Tahun 2011.txt	2010
367	DES, 26 2010-Tantri Carita, Manusa, lan Sastra.txt	2010
253	DES, 5 2010-Jangkrik Maénci; Léak, Mai Mai Mai Léak.txt	2010
418	DES, 5 2010-Lugrayang Biang.txt	2010
476	DES, 5 2010-Ngentasin Senggigi II.txt	2010
1208	DES, 5 2010-Stephen.txt	2010
140	FEB, 1 2010-FEBRUARI SABEH BALES, WASPADA RING SASIHE MAYANIN.txt	2010
264	FEB, 1 2010-LPD, POTENSI AGENG SAJRONING NINCAPANG BOBOT IKM.txt	2010
228	FEB, 1 2010-TIRTA YATRA KA PURA SAD KHAYANGAN ANDAKASA.txt	2010
342	FEB, 13 2010-Bali lan Cina Pantaraning Perdagangan Bébas.txt	2010
409	FEB, 13 2010-Lumut-lumut Watulumbang (58).txt	2010
350	FEB, 13 2010-Nginutin Garis.txt	2010
205	FEB, 13 2010-Sampunang Gresiuh Sareng Cina.txt	2010
355	FEB, 20 2010-Cemer.txt	2010
1188	FEB, 20 2010-Janet.txt	2010
313	FEB, 20 2010-Konsumén.txt	2010
166	FEB, 20 2010-Mébasang Petani saking Pajak.txt	2010
506	FEB, 20 2010-Pantaraning Petani lan Invéstasi Asing.txt	2010
251	FEB, 20 2010-Perjalanan Danghyang Nirartha; Saking Daha ngantos Tambora.txt	2010
467	FEB, 20 2010-Sampik Ingtai.txt	2010
220	FEB, 23 2010-RAI MANTRA NYAKSIANG PAMASTIKA KARANG TARUNA PUTRA.txt	2010
202	FEB, 23 2010-SOSIALISASI SENSUS PENDUDUK 2010.txt	2010
246	FEB, 28 2010-Babuang Buntut.txt	2010
296	FEB, 28 2010-Durga Surya.txt	2010
433	FEB, 28 2010-Kapradnyanan.txt	2010
1174	FEB, 28 2010-Kawigunan Gong Beruk ring Banjar Banglé.txt	2010
633	FEB, 28 2010-Mirengang Satua, Ngalap Sarining Crita.txt	2010
454	FEB, 28 2010-Puja lan Puji.txt	2010
372	FEB, 28 2010-Sastra lan Diah Tantri.txt	2010
474	FEB, 28 2010-Tukang Satua.txt	2010
264	FEB, 6 2010-Cekcek masuara.txt	2010
320	FEB, 6 2010-Génerasi Muda Mangda Wirang ring Ajeg Bali.txt	2010
346	FEB, 6 2010-Guat-guat Tsunami di Bali.txt	2010
41	FEB, 6 2010-Indik berung PBD Bali.txt	2010
436	FEB, 6 2010-Lumut-lumut Watulumbang (57) Maktinin Atma Pedidi.txt	2010
372	FEB, 6 2010-Masekolah.txt	2010
450	FEB, 6 2010-Ngrereh Déwa Ulah Buta.txt	2010
357	FEB, 6 2010-Ngyatnain Tsunami.txt	2010
254	FEB, 6 2010-Paksi Lara.txt	2010
476	FEB, 6 2010-Pipis.txt	2010
285	FEB, 6 2010-Puputan Margarana; Saking Manah Pamargin Galah.txt	2010
513	FEB, 6 2010-Sujati.txt	2010
521	FEB, 6 2010-Tsunami Wayan Juniartha.txt	2010
294	FEB, 6 2010-Tsunami.txt	2010
1015	FEB, 7 2010-Van Boch.txt	2010
192	FEB, 8 2010-BEBAYUHAN SAPU LEGER.txt	2010
222	FEB, 8 2010-WANTI WARSA SP PAR AYODYA RESORT BALI NGWENTENANG JALAN SANTAI.txt	2010
163	FEB, 9 2010-BIMTEK PENATAUSAHAAN KEUANGAN DAERAH.txt	2010
166	FEB, 9 2010-MELASPAS RING SD 1 LAN 2 SARASWATI.txt	2010
245	FEB, 9 2010-NGERUAK LAN, NYAKAP KARANG RING SMP PGRI 5.txt	2010
244	FEB, 9 2010-PANYERAHAN DPA WARSA KALIH TALI DASA.txt	2010
278	FEB, 9 2010-SEDURUNG PIODALAN SAMIAN SARANA UPAKARA SAMPUN JANGKEP.txt	2010
239	JAN, 12 2010-DANA TUNJANGAN PROFESI GURU KIRANG RP 3 M.txt	2010
226	JAN, 12 2010-IDA RATU BAGUS NGLIMBAKANG AJAH-AJAHAN WEDA RING AUSTRALIA.txt	2010
255	JAN, 12 2010-KARYA RING PURA PENATARAN AGUNG KAWITAN SATRIYA I DEWA KAEL PEJNDENG.txt	2010
272	JAN, 14 2010-DIES NATALIS PERDIKNAS NGWENTENANG LOMBA TI MICROSOFT OFFICE.txt	2010
217	JAN, 14 2010-NGENTEG LINGGIH RING MERAJAN BUJANGGA WAISNAWA BANYUATIS.txt	2010
214	JAN, 14 2010-NGENTEG LINGGIH RING PURA DALEM RESI.txt	2010
168	JAN, 14 2010-UMAT HINDU TANGKIL KA PURA JAGATNATA.txt	2010
215	JAN, 14 2010-WANTI WARSA KAPING-32, IWAPI BALI NGWENTENANG SEMINAR KANKER.txt	2010
928	JAN, 16 2010-Bali Akéh Kélangan Dokumentasi Penting.txt	2010
474	JAN, 16 2010-Lumut-lumut Watulumbang (54).txt	2010
751	JAN, 16 2010-Mémé Ketumpit.txt	2010
267	JAN, 16 2010-Semaya.txt	2010
266	JAN, 18 2010-RAPAT KERJA BANK SINAR.txt	2010
225	JAN, 18 2010-YSDS MALUKAT RING PURA TIRTA EMPUL.txt	2010
185	JAN, 19 2010-2010, BANK SINAR NGAPTIANG 1 TRILYUN LANGKUNG.txt	2010
158	JAN, 19 2010-PEMKOT DENPASAR SAYAGA NGLAKSANAYANG JKBM.txt	2010
927	JAN, 2 2010-Endék Bali, Patutné Nénten Kakaryanin Masal.txt	2010
482	JAN, 2 2010-Lumut-lumut Watulumbang (52) dharma ririh.txt	2010
1049	JAN, 2 2010-Mumbai.txt	2010
199	JAN, 2 2010-Peteng.txt	2010
394	JAN, 23 2010-Dedaaran.txt	2010
713	JAN, 23 2010-Galuh Payuk.txt	2010
465	JAN, 23 2010-Inget.txt	2010
431	JAN, 23 2010-Lumut-lumut Watulumbang (55).txt	2010
249	JAN, 23 2010-Mangdané Taman Budaya Nénten Kabaos Tenget.txt	2010
452	JAN, 23 2010-Ngidih, Nunas, Natakang Lima Ari Dwijayanthi.txt	2010
1131	JAN, 23 2010-Satak Juta .txt	2010
329	JAN, 23 2010-Srombotan.txt	2010
388	JAN, 23 2010-Wisatawan Taler Oneng Sareng Serombotan Klungkung.txt	2010
206	JAN, 25 2010-BANJAR PEKAMBINGAN NGMARGIANG UPACARA MAMUKUR.txt	2010
185	JAN, 25 2010-NGWERDIANG BUDAYA BALI MAJALARAN WORKSHOP.txt	2010
220	JAN, 25 2010-TIRTA YATRA RING PURA KHAYANGAN SRIJONG.txt	2010
192	JAN, 28 2010-NGENING DAN MENDAK TIRTA DI PURA SEGENING.txt	2010
199	JAN, 3 2010-BALE BANJAR ADAT DHARMA SADHU DUKUH KAPELASPAS.txt	2010
258	JAN, 3 2010-DONOR DARAH SAJRONING PARIKRAMA KEMANUSIAAN.txt	2010
265	JAN, 3 2010-PURA TELAGA SAREN GONG NGLAKSANAYANG CARU BALIK SUMPAH.txt	2010
373	JAN, 30 2010-Loba.txt	2010
523	JAN, 30 2010-Ngwangun Budaya Inteléktual antuk Ngluncurang Buku.txt	2010
286	JAN, 30 2010-Sukerta Désa lan Krama.txt	2010
417	JAN, 30 2010-Wiwéka Désa Adat.txt	2010
1080	JAN, 31 2010-Tukang Cukur.txt	2010
361	JAN, 5 2010-10 MUSEUM NERIMA K. NADHA NUGRAHA 2010.txt	2010
194	JAN, 5 2010-RABIES NINCAP, DB NGEDIKANG DENPASAR.txt	2010
181	JAN, 7 2010-PEMKOT PACANG NYINAHANG UGER-UGER INDIK ARSITEKTUR BALI.txt	2010
227	JAN, 7 2010-TAWUR AGUNG PURA DESA PAKRAMAN MAS.txt	2010
159	JAN, 7 2010-WAKIL BUPATI NINJO GENAH BENCANA.txt	2010
678	JAN, 9 2010-ASÉP.txt	2010
1268	JAN, 9 2010-Basang.txt	2010
398	JAN, 9 2010-Jejeh, Nguber Betara Aji Upacara.txt	2010
283	JAN, 9 2010-Koprasi-koprasian.txt	2010
1118	JUL, 11 2010-Karauhan.txt	2010
448	JUL, 11 2010-Kulkul.txt	2010
504	JUL, 11 2010-Lumut-lumut Watulumbang (79).txt	2010
357	JUL, 11 2010-Mabersih.txt	2010
